,name,rating,state,regions
1240,Ramada by Wyndham Rochester Mayo Clinic Area,3.6,MN,M
1241,The VERVE Boston Natick Tapestry Collection by Hilton,4.6,MA,N
1242,Marriott Shoals Hotel & Spa,4.6,AL,S
1243,Residence Inn by Marriott Weehawken Port Imperial,4.4,NJ,N
1244,The Grand Orlando Resort at Celebration,3.3,FL,S
1245,Harbor Winds Hotel Sheboygan,4.1,WI,M
1246,La Quinta Inn by Wyndham San Diego Vista,3.5,CA,W
1247,Tru by Hilton Burlington,3.6,NC,S
1248,Element Chelmsford,4.5,MA,N
1249,Arlo SoHo,4.3,NY,N
1250,The Brown Palace Hotel and Spa Autograph Collection,4.6,CO,W
1251,DoubleTree by Hilton Hotel Decatur Riverfront,4.3,AL,S
1252,Nantasket Beach Resort,4.3,MA,N
1253,DoubleTree by Hilton Hotel Philadelphia Airport,3.9,PA,N
1254,The Glenmark Glendale a Tribute Portfolio Hotel,4.7,CA,W
1255,Hyatt Place New York City / Times Square,3.8,NY,N
1256,Hotel Maya - a DoubleTree by Hilton,4.4,CA,W
1257,Residence Inn by Marriott Blacksburg-University,4.7,VA,S
1258,Seafarer Beach Resort,4.5,FL,S
1259,Embassy Suites by Hilton St. Louis St. Charles,4.4,MO,M
1260,SpringHill Suites by Marriott Athens West,4.5,GA,S
1261,Hilton San Francisco Financial District,3.9,CA,W
1262,Barona Resort & Casino,4.4,CA,W
1263,Hilton Garden Inn Columbus/Edinburgh,4.4,IN,M
1264,Bonaventure Resort & Spa,4.0,FL,S
1265,Holiday Inn Express & Suites Denton-Unt-Twu,4.2,TX,S
1266,Colony Palms Hotel,4.5,CA,W
1267,Lakeside Inn,4.3,FL,S
1268,Forest Villas Hotel,4.5,AZ,W
1269,Pechanga Resort Casino,4.4,CA,W
1270,Days Inn by Wyndham Buena Park,3.4,CA,W
1271,The Woodlands Inn Ascend Hotel Collection,4.4,PA,N
1272,The Anaheim Hotel,3.9,CA,W
1273,Clarion Hotel Convention Center,3.8,ND,M
1274,Fullerton Lodge,3.9,CA,W
1275,Tru by Hilton Spartanburg,4.3,SC,S
1276,The Wigwam,4.5,AZ,W
1277,Embassy Suites by Hilton Mandalay Beach Resort,4.1,CA,W
1279,Hampton Inn & Suites Lynchburg,4.4,VA,S
1281,Residence Inn by Marriott State College,4.5,PA,N
1282,DoubleTree by Hilton Hotel Cleveland - Independence,4.0,OH,M
1283,Keswick Hall,4.5,VA,S
1284,Holiday Inn Express & Suites Santa ANA - Orange County,4.4,CA,W
1285,Knott's Berry Farm Hotel,4.2,CA,W
1286,The Benson a Coast Hotel,4.5,OR,W
1287,Pala Casino Spa & Resort,4.2,CA,W
1288,Courtyard by Marriott Erie Bayfront,4.5,PA,N
1289,Hilton Stockton,4.1,CA,W
1290,The Skirvin Hilton Oklahoma City,4.5,OK,S
1291,Home2 Suites by Hilton Orlando Near UCF,4.9,FL,S
1292,Hampton Inn & Suites Lynchburg,4.4,VA,S
1293,Luxor Hotel & Casino,4.2,NV,W
1294,Hotel Indigo Frisco,4.4,TX,S
1295,Hilton Garden Inn Amarillo,3.9,TX,S
1296,Holiday Inn & Suites Wausau-Rothschild,4.2,WI,M
1297,Sleep Inn,4.3,IA,M
1298,Embassy Suites by Hilton Richmond,4.3,VA,S
1299,The Moment Hotel,3.7,CA,W
1300,DoubleTree Suites by Hilton Hotel Sacramento - Rancho Cordova,4.2,CA,W
1301,DoubleTree by Hilton Hotel St. Louis - Westport,4.2,MO,M
1302,Rock Lake Resort Fort Myers Florida,4.0,FL,S
1303,Hampton Inn & Suites Vineland,4.3,NJ,N
1304,Hotel RL Olympia,4.0,WA,W
1305,Golden Nugget Lake Charles Hotel & Casino,4.4,LA,S
1306,Renaissance Pittsburgh Hotel,4.5,PA,N
1307,Concord's Colonial Inn,4.4,MA,N
1308,Country Inn & Suites by Radisson Omaha Airport IA,4.0,IA,M
1309,Andalusian Court,4.9,CA,W
1310,Gaylord Opryland Resort & Convention Center,4.6,TN,S
1311,The Central Park North,3.7,NY,N
1312,MCM Eleganté Suites,4.2,TX,S
1313,Mohegan Sun Pocono,4.0,PA,N
1314,Best Western Cape Cod Hotel,4.1,MA,N
1315,Millennium Hilton New York Downtown,4.2,NY,N
1316,Nobu Hotel Miami Beach,4.1,FL,S
1317,Aloft Broomfield Denver,4.3,CO,W
1318,Holiday Inn Wilkes Barre - East Mountain,4.3,PA,N
1319,Mystic Quarry Resort,4.7,TX,S
1320,The Ritz-Carlton Rancho Mirage,4.7,CA,W
1321,Embassy Suites by Hilton Lexington/UK Coldstream,4.5,KY,S
1322,Hotel Indigo San Antonio-Riverwalk,4.1,TX,S
1323,Best Western Luxury Inn,4.1,CA,W
1324,Freehand Los Angeles,4.3,CA,W
1325,Hilton Virginia Beach Oceanfront,4.2,VA,S
1326,Ocean Casino Resort,4.3,NJ,N
1327,Phoenix Park Hotel,4.4,DC,N
1328,DoubleTree by Hilton Hotel Dallas Near the Galleria,4.2,TX,S
1329,Tru by Hilton Harrisonburg,3.4,VA,S
1330,Hilton Houston NASA Clear Lake,4.1,TX,S
1331,Hotel Indigo El Paso Downtown,4.3,TX,S
1332,Sheraton Inner Harbor Hotel,4.1,MD,N
1333,Hilton Garden Inn Texarkana,4.5,TX,S
1334,Hyatt Regency San Francisco Airport,4.3,CA,W
1335,Beach House - Half Moon Bay,4.6,CA,W
1336,Omni Hilton Head Oceanfront Resort,4.5,SC,S
1337,The Black Swan Lee - Lenox Ascend Hotel Collection,4.4,MA,N
1338,The Shores Resort & Spa,4.2,FL,S
1339,Big Cypress Lodge,4.5,TN,S
1340,Days Inn & Suites by Wyndham Fullerton,4.1,CA,W
1341,Hilton Los Angeles/Universal City,4.4,CA,W
1342,Tru By Hilton Milwaukee Brookfield,4.2,WI,M
1343,DoubleTree by Hilton Hotel Rochester,4.3,NY,N
1344,Hotel Murano,4.4,WA,W
1345,Home2 Suites by Hilton Tampa Downtown Channel District,4.6,FL,S
1346,The Birchwood,4.5,FL,S
1347,Pacific Edge Hotel,4.0,CA,W
1348,Comfort Inn & Suites,3.9,MI,W
1349,Wild Goose Inn,4.9,MI,W
1350,Holiday Inn Express & Suites Conway,4.1,AR,S
1351,Hampton Inn & Suites Pittsburg,4.3,CA,W
1352,Fairfield Inn & Suites by Marriott Tacoma DuPont,4.6,WA,W
1353,Terranea Resort,4.7,CA,W
1354,Magnolia Creek Lodge,5.0,AL,S
1355,Las Olas Beach Club Satellite Beach,4.7,FL,S
1356,Hyatt Regency Coconut Point Resort And Spa,4.7,FL,S
1357,Courtyard by Marriott Charlotte Gastonia,4.4,NC,S
1358,Country Inn & Suites by Radisson Dakota Dunes SD,4.2,SD,M
1359,B Ocean Resort Fort Lauderdale,3.9,FL,S
1360,Residence Inn by Marriott San Diego North/San Marcos,4.3,CA,W
1361,Courtyard by Marriott Riverside UCR/Moreno Valley Area,4.2,CA,W
1362,Fairfield Inn & Suites by Marriott Houston League City,4.7,TX,S
1363,Radisson Suite Hotel Oceanfront,4.3,FL,S
1364,Pyramids in Florida,4.5,FL,S
1365,Hilton Anatole,4.4,TX,S
1367,Pacifica Beach Hotel,3.9,CA,W
1368,Ramada by Wyndham Sioux City,2.7,IA,M
1369,Holiday Inn Express & Suites Olathe West,4.6,KS,M
1370,Hilton Dallas/Rockwall Lakefront,4.5,TX,S
1371,Homewood Suites by Hilton Atlanta/Perimeter Center,4.3,GA,S
1372,W Atlanta - Midtown,4.1,GA,S
1373,Radisson Hotel Brooklyn Center,3.6,MN,M
1374,Historic Hotel Bethlehem,4.6,PA,N
1375,Best Western Premier Hotel at Fisher's Landing,4.6,WA,W
1376,Wilson Creek Winery,4.6,CA,W
1377,Silverland Inn & Suites,4.1,NV,W
1378,SpringHill Suites by Marriott Columbus OSU,4.4,OH,M
1379,Tru by Hilton Sumter,4.4,SC,S
1380,Hilton Garden Inn Texarkana,4.5,TX,S
1382,Radisson Blu Aqua Hotel Chicago,4.5,IL,M
1383,Isleta Resort & Casino,4.1,NM,W
1384,Buhl Mansion Guesthouse & Spa,4.8,PA,N
1385,Comfort Suites Lindale - Tyler North,4.5,TX,S
1386,Hilton Atlanta,4.1,GA,S
1387,Fairfield Inn & Suites by Marriott Milwaukee North,4.1,WI,M
1388,DoubleTree Suites by Hilton Hotel McAllen,4.5,TX,S
1389,Glen Ivy Hot Springs,4.6,CA,W
1390,Hilton Garden Inn Gastonia,4.4,NC,S
1391,Courtyard by Marriott Lima,4.4,OH,M
1392,Tru by Hilton Easton,4.8,PA,N
1393,Anaheim Majestic Garden Hotel,4.0,CA,W
1394,The Westin Waltham Boston,4.2,MA,N
1395,Aura,4.7,IL,M
1396,East Brother Light Station,4.9,CA,W
1397,The Mayfair at Coconut Grove,3.6,FL,S
1398,The Inn At Antietam,5.0,MD,N
1399,Hotel Indigo Kansas City – the Crossroads,4.5,MO,M
1400,Staybridge Suites Sioux Falls Southwest,4.5,SD,M
1401,Courtyard by Marriott Nashville Mount Juliet,4.5,TN,S
1402,Hilton Garden Inn Seattle Airport,4.6,WA,W
1403,Comfort Inn,3.6,MI,W
1404,Hilton Norfolk The Main,4.6,VA,S
1405,The Godfrey Hotel Boston,4.5,MA,N
1406,Hampton Inn & Suites Lansing West,4.4,MI,W
1407,Sheraton Hartford Hotel at Bradley Airport,4.2,CT,N
1408,The Press Hotel Autograph Collection,4.7,ME,N
1409,Hotel Zero Degrees,4.3,CT,N
1410,Sheraton Indianapolis Hotel at Keystone Crossing,4.1,IN,M
1411,Days Inn by Wyndham Billings,4.0,MT,W
1412,Residence Inn by Marriott Bloomington,4.5,IL,M
1413,Hotel Indigo Nashville,4.4,TN,S
1414,Sheraton Niagara Falls,4.2,NY,N
1415,Stanton Inn & Suites,3.2,CA,W
1416,Home Away Kitchen Suites,4.1,OK,S
1417,Sheraton Indianapolis Hotel at Keystone Crossing,4.1,IN,M
1418,We-Ko-Pa Casino Resort,4.4,AZ,W
1419,Marriott Hutchinson Island Beach Resort Golf & Marina,4.3,FL,S
1420,Days Inn by Wyndham Apopka/Orlando,3.9,FL,S
1421,The Advenire Autograph Collection,4.6,UT,W
1422,Courtyard by Marriott Houston NW/290 Corridor,4.4,TX,S
1423,Archer Hotel Burlington,4.7,MA,N
1424,The Ritz-Carlton Rancho Mirage,4.7,CA,W
1425,Home2 Suites Temple,3.0,TX,S
1426,The Beachcomber - St. Pete Beach,4.3,FL,S
1427,The Cavalier Virginia Beach Autograph Collection,4.6,VA,S
1428,Salt Lake Marriott Downtown at City Creek,4.3,UT,W
1429,Embassy Suites by Hilton Amarillo Downtown,4.4,TX,S
1430,Ledgestone Hotel Yakima,4.4,WA,W
1431,Valley River Inn,4.0,OR,W
1432,Kimpton RiverPlace Hotel,4.6,OR,W
1433,Hollywood Inn Suites Hotel,4.1,CA,W
1434,Residence Inn by Marriott Provo South University,4.7,UT,W
1435,Hyatt Place Titusville / Kennedy Space Center,4.6,FL,S
1436,Hotel Vandivort,4.6,MO,M
1437,Hotel 32|32,4.0,NY,N
1438,Salvatore's Garden Place Hotel,4.1,NY,N
1439,Fairfield Inn & Suites by Marriott Minneapolis Shakopee,4.5,MN,M
1440,Tropicana Evansville,4.0,IN,M
1441,Lakeway Resort and Spa,4.2,TX,S
1442,Hyatt Place Chicago/Downtown-The Loop,4.4,IL,M
1443,Holiday Inn Express & Suites Kokomo South,4.2,IN,M
1444,DoubleTree by Hilton Hotel Los Angeles - Norwalk,4.1,CA,W
1445,Hilton Garden Inn Foxborough Patriot Place,4.5,MA,N
1446,Harrah's Laughlin,3.9,NV,W
1447,The Hotel at Avalon Autograph Collection,4.5,GA,S
1448,DoubleTree by Hilton Hotel Columbus - Worthington,4.1,OH,M
1449,Fairfield Inn & Suites by Marriott Denver West/Federal Center,4.6,CO,W
1450,Holiday Inn Express Naperville,4.0,IL,M
1451,Sybaris Downers Grove,4.3,IL,M
1452,The Westin Virginia Beach Town Center,4.4,VA,S
1453,DoubleTree by Hilton Hotel Bristol Connecticut,4.4,CT,N
1455,Hotel Commercial,5.0,TX,S
1456,Holiday Inn Express & Suites Grand Forks,4.5,ND,M
1457,Fairfield Inn by Marriott Anaheim Hills Orange County,4.0,CA,W
1458,Comfort Inn & Suites Coralville - Iowa City Near Iowa River Landing,3.8,IA,M
1459,Hotel Galvez and Spa,4.4,TX,S
1460,DoubleTree by Hilton Hotel Philadelphia Airport,3.9,PA,N
1461,UCLA Lake Arrowhead Lodge,4.8,CA,W
1462,Tru by Hilton Vestal,4.7,NY,N
1463,RiverView Inn,4.5,TN,S
1464,Hyatt Regency Wichita,4.4,KS,M
1465,Chaminade Resort & Spa,4.2,CA,W
1466,Eldridge Hotel,4.4,KS,M
1467,The Timbrook Guesthouse,5.0,OH,M
1468,Luxor Hotel & Casino,4.2,NV,W
1469,DoubleTree by Hilton Hotel Detroit - Novi,4.1,MI,W
1470,Hyatt Place Canton,4.4,OH,M
1471,DoubleTree by Hilton Hotel Orlando at SeaWorld,4.0,FL,S
1472,Glass Light Hotel & Gallery Autograph Collection,4.8,VA,S
1473,Embassy Suites by Hilton Brea North Orange County,4.4,CA,W
1474,Treasure Island - TI Hotel & Casino a Radisson Hotel,4.3,NV,W
1475,Sybaris Frankfort,4.7,IL,M
1476,Hyatt Regency Schaumburg Chicago,4.2,IL,M
1477,Renaissance Baton Rouge Hotel,4.4,LA,S
1478,The Westin Long Beach,4.3,CA,W
1479,Main Street Inn,4.5,MO,M
1480,Willows Lodge,4.7,WA,W
1481,Marriott Phoenix Resort Tempe at The Buttes,4.4,AZ,W
1482,Mohegan Sun Pocono,4.0,PA,N
1483,Hyatt Regency Houston,4.5,TX,S
1484,TownePlace Suites by Marriott Tacoma Lakewood,4.4,WA,W
1485,Hotel Phillips Kansas City Curio Collection by Hilton,4.1,MO,M
1486,Hotel Indigo Nashville,4.4,TN,S
1487,Hampton Inn El Centro,4.3,CA,W
1488,DoubleTree by Hilton Hotel Modesto,4.2,CA,W
1489,Hampton Inn and Suites Kansas City Downtown Crossroads,4.6,MO,M
1491,Holiday Inn Express & Suites Warner Robins North West,4.3,GA,S
1492,Residence Inn by Marriott Palm Beach Gardens,4.6,FL,S
1493,The Inn at Meadowbrook,5.0,KS,M
1494,Microtel Inn & Suites by Wyndham Hagerstown,3.4,MD,N
1495,Omni Dallas Hotel,4.6,TX,S
1496,The Mansions On Fifth Luxury Hotel,4.4,PA,N
1497,Kimpton Hotel Palomar Phoenix,4.5,AZ,W
1498,The Ballantyne a Luxury Collection Hotel Charlotte,4.7,NC,S
1499,La Quinta Resort & Club A Waldorf Astoria Resort,4.6,CA,W
1500,South Coast Winery Resort & Spa,4.5,CA,W
1501,21c Museum Hotel Bentonville,4.7,AR,S
1502,Alouette Beach Resort,4.2,ME,N
1503,Tru by Hilton Albany Crossgates Mall,4.1,NY,N
1504,Hotel Galvez and Spa,4.4,TX,S
1505,Holiday Inn Express & Suites Twin Falls,4.4,ID,W
1506,Oxford Suites Chico,4.4,CA,W
1508,Drury Plaza Hotel St. Louis Chesterfield,4.6,MO,M
1509,Piccadilly Penthouse,4.5,IN,M
1510,Hilton Garden Inn Yuma Pivot Point,4.4,AZ,W
1511,Renaissance Tulsa Hotel & Convention Center,4.3,OK,S
1512,LOTTE HOTEL SEATTLE,4.8,WA,W
1513,Hilton Richmond Hotel & Spa/Short Pump,4.5,VA,S
1514,The Westin Sarasota,4.5,FL,S
1515,Motel 6 North,3.9,CA,W
1516,Hotel Lucent,4.4,CA,W
1517,Hotel EMC2 Autograph Collection,4.7,IL,M
1518,Lakehouse Hotel and Golf Resort,4.5,CA,W
1519,Hampton Inn & Suites Birmingham-Downtown-Tutwiler,4.3,AL,S
1520,Staybridge Suites Bismarck,4.6,ND,M
1522,Gila River Hotels & Casinos - Wild Horse Pass,4.1,AZ,W
1523,Fairfield Inn & Suites by Marriott Mebane,4.5,NC,S
1524,Comfort Inn At The Zoo,3.3,NE,W
1525,Red Mountain Resort,4.6,UT,W
1526,Gaylord Opryland Resort & Convention Center,4.6,TN,S
1527,Travelodge by Wyndham Fullerton Near Anaheim,3.4,CA,W
1528,Home2 Suites by Hilton Merrillville,4.6,IN,M
1529,Courtyard by Marriott Mankato,4.4,MN,M
1530,Residence Inn by Marriott Albany Airport,5.0,NY,N
1531,Lake Arrowhead Resort and Spa,4.2,CA,W
1532,Hotel On Phillips Sioux Falls,4.8,SD,M
1533,Isleta Resort & Casino,4.1,NM,W
1534,Hyatt Regency San Francisco,4.4,CA,W
1535,Moonshine Hill Inn,4.3,TN,S
1536,Salt Lake Plaza Hotel Temple Square,4.0,UT,W
1537,DoubleTree by Hilton Hotel Lawrence,4.3,KS,M
1539,Hyatt Place Daytona Beach - Oceanfront,4.4,FL,S
1540,Hyatt Regency Tamaya Resort And Spa,4.6,NM,W
1541,Canopy by Hilton Jersey City Arts District,4.7,NJ,N
1542,Wind Creek Casino & Hotel Montgomery,5.0,AL,S
1543,Thunder Valley Casino Resort,4.1,CA,W
1544,ARRIVE Phoenix,4.8,AZ,W
1546,Loews Minneapolis Hotel,4.6,MN,M
1548,Casa Blanca Inn & Suites,4.6,NM,W
1549,Quality Inn & Suites,4.1,IL,M
1550,Sailport Waterfront Suites,4.3,FL,S
1551,The Bungalows on Shary,3.9,TX,S
1552,Sheraton Cerritos Hotel,4.3,CA,W
1553,Embassy Suites by Hilton Norman Hotel & Conference Center,4.5,OK,S
1554,DoubleTree by Hilton Hotel Missoula - Edgewater,4.2,MT,W
1555,Main Street Inn,4.5,MO,M
1556,DoubleTree Suites by Hilton Hotel McAllen,4.5,TX,S
1557,Kimpton Shorebreak Huntington Beach Resort,4.6,CA,W
1558,Comfort Inn & Suites,3.9,OR,W
1560,Marriot Resident Inn,0.0,IN,M
1561,Hilton Garden Inn Mankato Downtown,4.2,MN,M
1562,Hyatt Place Chicago/Downtown-The Loop,4.4,IL,M
1563,Holiday Inn Resort Pensacola Beach Gulf Front,4.5,FL,S
1564,Stoney Creek Hotel and Conference Center,4.5,MO,M
1565,Equinox Hotel New York,4.5,NY,N
1566,MAGIC MOMENT RESORT & KIDS CLUB,4.7,FL,S
1567,Beach House,4.6,CA,W
1568,Hard Rock Hotel San Diego,4.3,CA,W
1569,El Moore Lodge & Residences,4.9,MI,W
1570,Tru by Hilton Meridian,4.4,MS,S
1571,Sirata Beach Resort,4.0,FL,S
1572,Hotel Rock Lititz,4.7,PA,N
1573,SpringHill Suites by Marriott Phoenix Goodyear,4.2,AZ,W
1574,The Lafayette Hotel Swim Club & Bungalows,4.4,CA,W
1575,Hilton San Diego Bayfront,4.4,CA,W
1576,Hilton Clearwater Beach Resort & Spa,4.2,FL,S
1577,W Fort Lauderdale,4.3,FL,S
1578,Staybridge Suites Long Beach Airport,2.6,CA,W
1579,Hyatt Regency Westlake,4.3,CA,W
1580,Hotel Santa Fe Hacienda & Spa,4.6,NM,W
1581,Hotel Indigo Gainesville-Celebration Pointe,4.5,FL,S
1582,Hotel Boulderado,4.6,CO,W
1583,Holiday Inn Express & Suites Dayton South - I-675,4.5,OH,M
1584,Hyatt Place Memphis/Germantown,4.3,TN,S
1585,Fairfield Inn & Suites by Marriott Beloit,4.1,WI,M
1586,Courtyard by Marriott Richmond Airport,4.1,VA,S
1587,Hotel Indigo Tulsa Downtown,4.4,OK,S
1588,Dover Downs Hotel & Casino,4.3,DE,N
1589,Best Western Plus Beach View Lodge,4.4,CA,W
1590,West Palm Beach Marriott,4.3,FL,S
1591,Lakehouse Hotel and Golf Resort,4.5,CA,W
1592,Hampton Inn - DeKalb (Near the University),4.5,IL,M
1593,Hilton West Palm Beach,4.5,FL,S
1594,Quality Inn & Suites,3.4,PA,N
1595,Hilton Garden Inn Salina,4.5,KS,M
1596,Wyndham Visalia,4.1,CA,W
1597,Salvatore's Garden Place Hotel,4.1,NY,N
1598,Siena at Bella Collina,4.4,FL,S
1599,Quality Inn,0.0,CA,W
1600,The Hotel June,4.4,CA,W
1601,Hotel On Phillips Sioux Falls,4.8,SD,M
1602,Seminole Hard Rock Hotel & Casino - Hollywood FL,4.4,FL,S
1603,Mohegan Sun Pocono,4.0,PA,N
1604,Quality Inn & Suites Blue Springs - Kansas City,3.9,MO,M
1605,Hilton Bellevue,4.2,WA,W
1606,Hampton Inn Brentwood,4.1,CA,W
1607,Anaheim Marriott,4.4,CA,W
1608,Hampton Inn & Suites Valdosta/Conference Center,4.3,GA,S
1609,W Miami,4.6,FL,S
1610,The Vendue Charleston's Art Hotel (Historic District),4.5,SC,S
1611,The Grand Orlando Resort at Celebration,3.3,FL,S
1612,Staybridge Suites Peoria-Downtown,4.2,IL,M
1613,Wyndham Garden Stillwater,4.0,OK,S
1614,Hampton Inn & Suites Fort Worth Downtown,4.6,TX,S
1615,Acqualina Resort & Residences On The Beach,4.7,FL,S
1616,Holiday Inn Express & Suites Germantown - Gaithersburg,4.2,MD,N
1617,Residence Inn by Marriott Weehawken Port Imperial,4.4,NJ,N
1618,Comfort Suites South,4.2,IN,M
1620,Hilton Wilmington/Christiana,4.4,DE,N
1621,Home2 Suites by Hilton Amherst Buffalo,4.4,NY,N
1622,Shilo Inns Killeen,4.1,TX,S
1623,Ocean Sky Hotel & Resort,3.8,FL,S
1624,Best Western Plus Prairie Inn,4.4,OR,W
1625,Westminster Hotel,4.0,NJ,N
1626,Residence Inn by Marriott Charlotte Steele Creek,4.7,NC,S
1627,Zota Beach Resort,4.4,FL,S
1628,The Westin Huntsville,4.4,AL,S
1629,816 Hotel Westport Country Club Plaza Ascend Hotel Collection,3.7,MO,M
1630,The Grand at the Bedford Village Inn,4.7,NH,N
1631,Hampton Inn & Suites Wilson I-95,4.2,NC,S
1632,Renaissance Portsmouth-Norfolk Waterfront Hotel,4.2,VA,S
1633,Hampton Inn West Des Moines Lake Drive,4.4,IA,M
1634,The Surgeon's House,4.8,AZ,W
1635,Quality Inn & Suites,4.1,IL,M
1636,The Westin Pasadena,4.4,CA,W
1637,The Ritz-Carlton Tysons Corner,4.6,VA,S
1638,The Westin Desert Willow Villas Palm Desert,4.6,CA,W
1639,Fairfield Inn & Suites by Marriott San Jose North/Silicon Valley,4.6,CA,W
1640,Cotton Court Hotel,4.5,TX,S
1641,Hilton Madison Monona Terrace,4.4,WI,M
1642,Loews Ventana Canyon Resort,4.6,AZ,W
1643,TownePlace Suites by Marriott Clovis,4.4,NM,W
1644,Franciscan Inn Motel,3.1,CA,W
1646,Luxor Hotel & Casino,4.2,NV,W
1647,Hotel Maverick,4.4,CO,W
1648,Hyatt Regency Huntington Beach Resort And Spa,4.6,CA,W
1649,Disney's Grand Californian Hotel & Spa,4.7,CA,W
1650,Club Quarters Hotel Philadelphia Rittenhouse Square,4.0,PA,N
